timestep,ep_rew_mean,ep_len_mean,fold%,check_call%,raise33%,raise66%,raise100%,allin%
1921521,2.9968,3.0,0.298,0.394,0.084,0.089,0.033,0.102
1922521,2.7148,3.09,0.294,0.399,0.089,0.085,0.029,0.104
1923521,1.6,2.97,0.306,0.408,0.09,0.071,0.024,0.101
1924521,2.4592,3.1,0.309,0.396,0.077,0.089,0.029,0.1
1925521,2.94,2.89,0.293,0.39,0.073,0.095,0.033,0.116
1926521,3.702,2.98,0.318,0.385,0.067,0.096,0.022,0.112
1927521,1.37,2.98,0.286,0.396,0.08,0.081,0.032,0.125
1928521,1.757,2.92,0.299,0.389,0.086,0.084,0.033,0.109
1929521,1.5384,2.85,0.295,0.403,0.087,0.078,0.03,0.107
1930521,1.9436,2.98,0.305,0.382,0.085,0.085,0.034,0.109
1931521,3.5092,2.84,0.301,0.393,0.083,0.088,0.035,0.1
1932521,3.0336,2.8,0.315,0.389,0.081,0.081,0.03,0.104
1933521,0.6346,2.9,0.319,0.401,0.074,0.077,0.024,0.105
1934521,1.3832,3.07,0.297,0.401,0.094,0.077,0.035,0.096
1935521,1.7668,3.04,0.289,0.392,0.085,0.08,0.042,0.112
1936521,0.6038,2.89,0.305,0.393,0.073,0.076,0.034,0.119
1937521,0.6352,3.19,0.328,0.407,0.078,0.067,0.027,0.093
1938521,2.92,2.81,0.28,0.4,0.088,0.075,0.048,0.109
1939521,2.9264,2.95,0.304,0.398,0.074,0.077,0.041,0.106
1940521,-0.2068,2.95,0.282,0.393,0.086,0.077,0.045,0.117
1941521,2.3408,3.11,0.308,0.404,0.073,0.066,0.043,0.106
1942521,3.0032,2.8,0.312,0.404,0.074,0.067,0.032,0.111
1943521,0.4268,3.0,0.319,0.401,0.093,0.056,0.038,0.093
1944521,2.16,3.05,0.297,0.407,0.08,0.063,0.045,0.108
1945521,0.1672,2.82,0.309,0.391,0.079,0.081,0.037,0.103
1946521,2.0616,2.84,0.304,0.382,0.075,0.082,0.049,0.108
1947521,2.1266,2.88,0.313,0.398,0.075,0.07,0.038,0.106
1948521,1.8,2.86,0.307,0.388,0.07,0.087,0.046,0.102
1949521,0.4998,2.8,0.312,0.384,0.073,0.084,0.042,0.105
1950521,0.4282,2.58,0.273,0.396,0.083,0.079,0.05,0.119
1951521,1.358,2.82,0.291,0.395,0.086,0.078,0.042,0.108
1952521,0.818,3.02,0.308,0.411,0.085,0.057,0.046,0.093
1953521,0.2938,2.98,0.313,0.4,0.096,0.059,0.05,0.082
1954521,3.0652,3.04,0.315,0.391,0.074,0.073,0.052,0.095
1955521,0.2848,2.92,0.302,0.406,0.078,0.059,0.058,0.097
1956521,2.2432,2.97,0.295,0.388,0.094,0.07,0.054,0.099
1957521,0.5988,3.01,0.297,0.403,0.082,0.065,0.05,0.103
1958521,2.2616,3.05,0.31,0.388,0.08,0.072,0.053,0.097
1959521,0.9006,3.08,0.296,0.401,0.096,0.049,0.056,0.102
1960521,2.232,3.09,0.317,0.408,0.079,0.06,0.053,0.083
1961521,3.1318,2.99,0.269,0.379,0.092,0.09,0.052,0.118
1962521,1.5784,2.85,0.318,0.391,0.082,0.073,0.048,0.088
1963521,1.096,2.87,0.279,0.401,0.097,0.071,0.062,0.09
1964521,1.8184,2.97,0.302,0.403,0.071,0.067,0.066,0.091
