phase,timestep,ep_rew_mean,ep_len_mean,fold%,check_call%,raise33%,raise66%,raise100%,allin%
2,1362569,0.3566,1.72,0.106,0.093,0.152,0.012,0.453,0.184
2,1363569,0.875,1.73,0.125,0.121,0.17,0.01,0.438,0.136
2,1364569,0.6606,1.62,0.108,0.108,0.17,0.017,0.439,0.158
2,1365569,0.382,1.51,0.125,0.089,0.159,0.01,0.462,0.155
2,1366569,0.9,1.56,0.111,0.102,0.158,0.014,0.445,0.17
2,1367569,-1.206,1.59,0.125,0.087,0.164,0.018,0.455,0.151
2,1368569,-1.541,1.77,0.107,0.105,0.17,0.023,0.439,0.156
2,1369569,1.2298,1.8,0.093,0.093,0.148,0.016,0.463,0.187
2,1370569,0.9612,1.68,0.109,0.096,0.157,0.024,0.457,0.157
2,1371569,0.0668,1.69,0.111,0.102,0.163,0.009,0.452,0.163
2,1372569,0.984,1.63,0.094,0.119,0.174,0.012,0.441,0.16
2,1373569,0.8692,1.6,0.109,0.111,0.173,0.014,0.444,0.149
2,1374569,0.666,1.52,0.1,0.098,0.166,0.02,0.456,0.16
2,1375569,1.8756,1.78,0.091,0.11,0.167,0.015,0.444,0.173
2,1376569,-0.1148,1.71,0.095,0.104,0.178,0.011,0.454,0.158
2,1377569,0.7786,1.62,0.097,0.098,0.17,0.019,0.458,0.158
2,1378569,-1.1406,1.64,0.104,0.097,0.147,0.021,0.463,0.168
2,1379569,0.408,1.61,0.122,0.101,0.159,0.024,0.452,0.142
2,1380569,1.0494,1.75,0.088,0.117,0.168,0.015,0.452,0.16
2,1381569,0.3752,1.75,0.093,0.106,0.174,0.018,0.444,0.165
2,1382569,0.2112,1.67,0.111,0.097,0.17,0.016,0.451,0.155
2,1383569,1.298,1.75,0.093,0.1,0.183,0.01,0.454,0.16
2,1384569,1.9466,1.71,0.1,0.112,0.185,0.019,0.439,0.145
2,1385569,1.1734,1.77,0.103,0.112,0.176,0.027,0.441,0.141
2,1386569,1.4988,1.68,0.117,0.101,0.171,0.022,0.442,0.147
2,1387569,2.7116,1.78,0.093,0.11,0.174,0.02,0.442,0.161
2,1388569,-0.1974,1.82,0.092,0.1,0.184,0.014,0.448,0.162
2,1389569,-1.6562,1.74,0.09,0.111,0.175,0.021,0.455,0.148
2,1390569,0.468,1.76,0.099,0.095,0.165,0.019,0.461,0.161
2,1391569,0.113,1.78,0.107,0.097,0.166,0.023,0.458,0.149
2,1392569,0.2132,1.74,0.104,0.093,0.156,0.019,0.453,0.175
2,1393569,2.4222,1.91,0.081,0.099,0.167,0.021,0.463,0.169
2,1394569,2.4504,1.69,0.117,0.094,0.172,0.015,0.45,0.152
2,1395569,1.758,1.8,0.116,0.111,0.153,0.024,0.439,0.157
2,1396569,1.574,1.54,0.107,0.098,0.174,0.021,0.457,0.143
2,1397569,1.5228,1.64,0.109,0.086,0.157,0.017,0.462,0.169
2,1398569,-0.008,1.65,0.099,0.103,0.159,0.018,0.455,0.166
2,1399569,0.292,1.88,0.106,0.092,0.163,0.018,0.451,0.17
2,1400569,0.4218,1.6,0.113,0.098,0.171,0.025,0.457,0.136
2,1401569,0.6494,1.82,0.105,0.085,0.173,0.023,0.452,0.162
2,1402569,-0.1516,1.72,0.106,0.098,0.168,0.032,0.444,0.152
2,1403569,1.3466,1.55,0.102,0.098,0.168,0.023,0.454,0.155
2,1404569,0.8358,1.76,0.112,0.088,0.17,0.023,0.448,0.159
2,1405569,-0.444,1.66,0.137,0.082,0.16,0.019,0.452,0.15
2,1406569,0.1534,1.8,0.114,0.085,0.166,0.017,0.467,0.151
2,1407569,1.3766,1.67,0.114,0.085,0.185,0.017,0.456,0.143
2,1408569,-0.2254,1.61,0.119,0.08,0.158,0.013,0.472,0.158
2,1409569,0.744,1.57,0.117,0.085,0.173,0.012,0.457,0.156
2,1410569,-0.235,1.75,0.11,0.091,0.17,0.012,0.455,0.162
2,1411569,2.0424,1.71,0.103,0.085,0.179,0.017,0.464,0.152
2,1412569,2.3652,1.73,0.107,0.096,0.187,0.016,0.452,0.142
2,1413569,0.7448,1.57,0.114,0.08,0.165,0.013,0.47,0.158
2,1414569,1.1478,1.62,0.116,0.069,0.151,0.013,0.487,0.164
2,1415569,1.3494,1.69,0.105,0.077,0.173,0.011,0.471,0.163
2,1416569,0.5746,1.67,0.113,0.076,0.166,0.014,0.473,0.158
2,1417569,0.4042,1.66,0.107,0.079,0.152,0.007,0.469,0.186
2,1418569,-0.202,1.74,0.128,0.076,0.175,0.011,0.461,0.149
2,1419569,1.1418,1.6,0.128,0.082,0.177,0.005,0.448,0.16
2,1420569,0.9826,1.59,0.133,0.084,0.152,0.007,0.453,0.171
2,1421569,0.664,1.55,0.127,0.072,0.159,0.006,0.47,0.166
2,1422569,-0.6562,1.69,0.15,0.081,0.168,0.012,0.434,0.155
2,1423569,0.5912,1.68,0.132,0.08,0.165,0.01,0.456,0.157
2,1424569,0.978,1.65,0.107,0.074,0.172,0.012,0.467,0.168
2,1425569,0.12,1.66,0.149,0.069,0.146,0.004,0.46,0.172
2,1426569,1.2626,1.7,0.13,0.067,0.181,0.012,0.453,0.157
2,1427569,2.088,1.58,0.113,0.069,0.178,0.007,0.466,0.167
2,1428569,0.0122,1.67,0.122,0.072,0.156,0.014,0.453,0.183
2,1429569,1.718,1.63,0.111,0.062,0.159,0.005,0.46,0.203
2,1430569,2.5446,1.69,0.12,0.071,0.177,0.011,0.455,0.166
2,1431569,0.8688,1.74,0.131,0.07,0.176,0.017,0.449,0.157
2,1432569,0.29,1.8,0.112,0.083,0.191,0.005,0.452,0.157
2,1433569,1.0492,1.58,0.111,0.079,0.199,0.006,0.446,0.159
2,1434569,0.2052,1.69,0.112,0.088,0.198,0.015,0.441,0.146
2,1435569,0.8166,1.83,0.101,0.074,0.199,0.012,0.443,0.171
2,1436569,0.8646,1.71,0.109,0.09,0.209,0.003,0.436,0.153
2,1437569,-0.126,1.55,0.131,0.07,0.17,0.007,0.444,0.178
2,1438569,0.52,1.78,0.137,0.066,0.173,0.003,0.453,0.168
2,1439569,0.2,1.72,0.129,0.07,0.17,0.006,0.452,0.173
2,1440569,2.6824,1.68,0.124,0.076,0.21,0.005,0.438,0.147
2,1441569,-0.7354,1.7,0.117,0.07,0.186,0.01,0.459,0.158
2,1442569,0.5528,1.66,0.126,0.076,0.169,0.011,0.455,0.163
2,1443569,2.6068,1.66,0.125,0.076,0.166,0.018,0.46,0.155
2,1444569,-0.2128,1.64,0.115,0.076,0.19,0.005,0.445,0.169
2,1445569,1.417,1.61,0.101,0.072,0.18,0.013,0.479,0.155
2,1446569,0.7292,1.68,0.105,0.066,0.186,0.007,0.465,0.171
2,1447569,1.4846,1.7,0.107,0.068,0.181,0.006,0.459,0.179
2,1448569,0.2106,1.65,0.119,0.062,0.179,0.013,0.46,0.167
2,1449569,-0.486,1.67,0.12,0.074,0.194,0.005,0.45,0.157
2,1450569,1.208,1.63,0.12,0.07,0.186,0.008,0.45,0.166
2,1451569,-0.5354,1.64,0.111,0.076,0.17,0.006,0.462,0.175
2,1452569,3.332,1.59,0.097,0.067,0.185,0.008,0.461,0.182
2,1453569,0.6586,1.61,0.12,0.07,0.192,0.008,0.44,0.17
2,1454569,1.2638,1.7,0.115,0.074,0.193,0.007,0.445,0.166
2,1455569,1.167,1.58,0.12,0.067,0.193,0.01,0.444,0.166
2,1456569,0.8452,1.56,0.113,0.076,0.195,0.007,0.446,0.163
2,1457569,-0.3102,1.65,0.112,0.06,0.167,0.012,0.46,0.189
2,1458569,2.2692,1.74,0.104,0.077,0.196,0.003,0.447,0.173
2,1459569,1.4546,1.63,0.117,0.067,0.205,0.003,0.437,0.171
2,1460569,1.1004,1.67,0.115,0.066,0.195,0.003,0.451,0.17
2,1461569,0.5014,1.65,0.112,0.068,0.173,0.002,0.46,0.185
2,1462569,1.054,1.79,0.125,0.069,0.192,0.004,0.451,0.159
2,1463569,0.7926,1.74,0.137,0.064,0.205,0.004,0.442,0.148
2,1464569,0.3236,1.64,0.118,0.057,0.201,0.003,0.45,0.171
2,1465569,1.34,1.69,0.127,0.056,0.189,0.006,0.452,0.17
2,1466569,-0.056,1.67,0.128,0.082,0.224,0.001,0.43,0.135
2,1467569,1.859,1.8,0.115,0.065,0.207,0.004,0.456,0.153
2,1468569,0.2766,1.7,0.113,0.072,0.222,0.003,0.428,0.162
2,1469569,0.6398,1.66,0.106,0.088,0.198,0.009,0.441,0.158
2,1470569,1.9078,1.74,0.1,0.076,0.211,0.004,0.451,0.158
2,1471569,1.246,1.61,0.116,0.073,0.194,0.003,0.443,0.171
2,1472569,-0.9446,1.58,0.133,0.057,0.208,0.004,0.45,0.148
2,1473569,1.162,1.66,0.12,0.065,0.2,0.001,0.449,0.165
2,1474569,0.8846,1.62,0.12,0.066,0.195,0.006,0.446,0.167
2,1475569,0.2106,1.63,0.124,0.065,0.2,0.001,0.447,0.163
2,1476569,0.04,1.67,0.111,0.088,0.205,0.002,0.439,0.155
2,1477569,1.344,1.63,0.131,0.069,0.197,0.003,0.454,0.146
2,1478569,-2.0708,1.61,0.127,0.086,0.197,0.003,0.434,0.153
2,1479569,0.8072,1.68,0.125,0.064,0.191,0.002,0.442,0.176
2,1480569,1.8866,1.74,0.111,0.082,0.22,0.003,0.44,0.144
2,1481569,1.9336,1.66,0.121,0.076,0.189,0.005,0.445,0.164
2,1482569,2.0682,1.8,0.113,0.078,0.212,0.002,0.438,0.157
2,1483569,1.1952,1.81,0.111,0.066,0.229,0.004,0.436,0.154
2,1484569,0.2088,1.76,0.101,0.089,0.226,0.001,0.429,0.154
2,1485569,1.7806,1.65,0.109,0.073,0.201,0.0,0.453,0.164
2,1486569,1.248,1.73,0.125,0.066,0.203,0.001,0.458,0.147
2,1487569,-0.708,1.66,0.123,0.056,0.195,0.002,0.453,0.171
2,1488569,0.2288,1.64,0.122,0.084,0.212,0.001,0.437,0.144
2,1489569,0.87,1.47,0.123,0.064,0.2,0.0,0.458,0.155
2,1490569,-0.354,1.6,0.136,0.063,0.173,0.003,0.456,0.169
2,1491569,1.41,1.8,0.132,0.077,0.205,0.001,0.442,0.143
2,1492569,0.9206,1.57,0.11,0.078,0.212,0.0,0.449,0.151
2,1493569,-0.258,1.63,0.143,0.059,0.169,0.0,0.465,0.164
2,1494569,-0.216,1.64,0.136,0.07,0.163,0.001,0.451,0.179
2,1495569,0.906,1.59,0.135,0.067,0.17,0.0,0.462,0.166
2,1496569,0.368,1.67,0.117,0.068,0.169,0.002,0.485,0.159
2,1497569,0.1204,1.79,0.127,0.074,0.177,0.0,0.452,0.17
2,1498569,1.3272,1.66,0.121,0.065,0.181,0.001,0.467,0.165
2,1499569,0.5902,1.73,0.113,0.068,0.197,0.001,0.469,0.152
2,1500569,-0.3188,1.92,0.085,0.087,0.21,0.004,0.46,0.154
2,1501569,0.1026,1.79,0.114,0.078,0.213,0.003,0.44,0.152
2,1502569,-0.6694,1.68,0.125,0.088,0.2,0.002,0.447,0.138
2,1503569,2.7078,1.76,0.109,0.09,0.21,0.002,0.448,0.141
2,1504569,1.3892,1.76,0.094,0.073,0.214,0.002,0.463,0.154
2,1505569,0.8246,1.54,0.104,0.076,0.193,0.002,0.465,0.16
2,1506569,2.1572,1.69,0.118,0.061,0.195,0.002,0.463,0.161
2,1507569,-0.0762,1.73,0.122,0.064,0.185,0.005,0.472,0.152
2,1508569,2.2078,1.76,0.116,0.079,0.219,0.004,0.449,0.133
2,1509569,2.2734,1.64,0.118,0.073,0.213,0.003,0.439,0.154
2,1510569,-0.4168,1.7,0.127,0.08,0.196,0.001,0.44,0.156
2,1511569,1.4408,1.6,0.129,0.069,0.217,0.002,0.447,0.136
2,1512569,-0.2252,1.83,0.103,0.076,0.214,0.002,0.458,0.147
2,1513569,0.4306,1.7,0.138,0.072,0.208,0.002,0.444,0.136
2,1514569,-0.4284,1.88,0.099,0.093,0.205,0.002,0.446,0.155
2,1515569,0.904,1.6,0.103,0.082,0.212,0.001,0.454,0.148
2,1516569,0.7398,1.65,0.123,0.075,0.184,0.001,0.457,0.16
2,1517569,-1.5088,1.76,0.112,0.074,0.189,0.0,0.468,0.157
2,1518569,0.6612,1.64,0.096,0.08,0.199,0.002,0.459,0.164
2,1519569,1.4286,1.73,0.106,0.088,0.199,0.001,0.454,0.152
2,1520569,1.6654,1.64,0.12,0.088,0.179,0.003,0.444,0.166
2,1521569,2.2908,1.68,0.123,0.084,0.172,0.005,0.451,0.165
2,1522569,1.2554,1.72,0.123,0.073,0.186,0.004,0.464,0.15
2,1523569,-0.8114,1.63,0.137,0.073,0.198,0.0,0.45,0.142
2,1524569,0.1134,1.74,0.11,0.089,0.199,0.003,0.447,0.152
2,1525569,0.2696,1.76,0.11,0.082,0.22,0.003,0.464,0.121
2,1526569,1.0946,1.57,0.12,0.073,0.217,0.001,0.443,0.146
2,1527569,0.3686,1.65,0.12,0.077,0.214,0.003,0.441,0.145
2,1528569,0.8906,1.61,0.125,0.078,0.209,0.001,0.439,0.148
2,1529569,0.9374,1.9,0.111,0.075,0.196,0.002,0.464,0.152
2,1530569,1.3034,1.76,0.128,0.066,0.219,0.001,0.441,0.145
2,1531569,1.1846,1.77,0.111,0.066,0.194,0.002,0.452,0.175
2,1532569,1.19,1.75,0.111,0.076,0.204,0.001,0.446,0.162
2,1533569,1.3732,1.62,0.113,0.065,0.207,0.003,0.461,0.151
2,1534569,0.5286,1.62,0.104,0.076,0.203,0.0,0.46,0.157
2,1535569,-0.223,1.78,0.128,0.078,0.216,0.001,0.43,0.147
2,1536569,1.8926,1.61,0.114,0.073,0.209,0.002,0.441,0.161
2,1537569,0.5118,1.6,0.115,0.083,0.206,0.001,0.443,0.152
2,1538569,-1.0392,1.76,0.104,0.081,0.237,0.0,0.439,0.139
2,1539569,1.4266,1.71,0.108,0.085,0.206,0.002,0.449,0.15
2,1540569,-0.0712,1.73,0.103,0.072,0.2,0.0,0.46,0.165
2,1541569,2.632,1.62,0.112,0.072,0.201,0.001,0.465,0.149
2,1542569,-0.7094,1.78,0.134,0.074,0.198,0.0,0.452,0.142
2,1543569,4.0074,1.87,0.106,0.073,0.216,0.0,0.462,0.143
2,1544569,0.1186,1.71,0.098,0.068,0.209,0.004,0.467,0.154
2,1545569,-0.69,1.6,0.117,0.065,0.201,0.002,0.46,0.155
2,1546569,-0.1516,1.75,0.106,0.069,0.191,0.004,0.47,0.16
2,1547569,0.6006,1.72,0.111,0.073,0.205,0.0,0.472,0.139
2,1548569,1.8946,1.51,0.094,0.073,0.215,0.001,0.471,0.146
2,1549569,0.04,1.78,0.143,0.063,0.188,0.004,0.457,0.145
2,1550569,-0.3014,1.54,0.119,0.069,0.166,0.002,0.484,0.16
2,1551569,1.684,1.59,0.123,0.075,0.175,0.007,0.457,0.163
2,1552569,2.1092,1.51,0.129,0.063,0.191,0.003,0.472,0.142
2,1553569,-1.101,1.73,0.126,0.078,0.198,0.0,0.467,0.131
2,1554569,-1.0714,1.72,0.126,0.08,0.192,0.001,0.462,0.139
2,1555569,1.854,1.55,0.109,0.07,0.199,0.006,0.477,0.139
2,1556569,1.222,1.82,0.109,0.069,0.195,0.004,0.474,0.149
2,1557569,0.4318,1.75,0.12,0.077,0.184,0.005,0.474,0.14
2,1558569,0.45,1.66,0.117,0.057,0.179,0.002,0.487,0.158
2,1559569,1.19,1.76,0.105,0.062,0.187,0.002,0.484,0.16
2,1560569,2.1298,1.82,0.122,0.062,0.199,0.007,0.464,0.146
2,1561569,0.3296,1.73,0.112,0.072,0.182,0.004,0.484,0.146
2,1562569,1.294,1.67,0.115,0.078,0.162,0.003,0.467,0.175
2,1563569,1.398,1.66,0.114,0.073,0.193,0.002,0.471,0.147
2,1564569,1.2704,1.82,0.1,0.077,0.194,0.002,0.47,0.157
2,1565569,1.6344,1.74,0.112,0.077,0.219,0.0,0.455,0.137
2,1566569,-0.0866,1.75,0.128,0.074,0.196,0.002,0.461,0.139
2,1567569,0.9612,1.64,0.121,0.067,0.199,0.001,0.461,0.151
2,1568569,0.1952,1.54,0.113,0.076,0.204,0.002,0.451,0.154
2,1569569,0.9986,1.66,0.118,0.08,0.203,0.002,0.448,0.149
2,1570569,-0.0314,1.56,0.111,0.062,0.206,0.002,0.462,0.157
2,1571569,0.8506,1.67,0.124,0.072,0.209,0.006,0.444,0.145
2,1572569,0.676,1.68,0.103,0.07,0.22,0.003,0.459,0.145
2,1573569,0.5426,1.74,0.107,0.063,0.202,0.003,0.468,0.157
2,1574569,-2.4448,1.81,0.11,0.081,0.234,0.002,0.44,0.133
2,1575569,0.536,1.78,0.113,0.067,0.213,0.002,0.448,0.157
2,1576569,0.2178,1.77,0.111,0.073,0.221,0.002,0.447,0.146
2,1577569,0.3556,1.6,0.115,0.077,0.224,0.002,0.448,0.134
2,1578569,0.3088,1.64,0.113,0.077,0.211,0.001,0.455,0.143
2,1579569,2.1528,1.69,0.1,0.083,0.205,0.001,0.456,0.155
2,1580569,-0.5814,1.61,0.129,0.061,0.212,0.002,0.455,0.141
2,1581569,0.0226,1.66,0.124,0.069,0.231,0.003,0.446,0.127
2,1582569,1.3178,1.64,0.12,0.065,0.207,0.003,0.471,0.134
2,1583569,-1.108,1.61,0.115,0.059,0.208,0.0,0.461,0.157
2,1584569,-0.695,1.66,0.116,0.057,0.235,0.003,0.447,0.142
2,1585569,-0.5768,1.73,0.119,0.06,0.204,0.001,0.456,0.16
2,1586569,0.5412,1.62,0.114,0.058,0.225,0.003,0.455,0.145
2,1587569,0.876,1.68,0.128,0.063,0.221,0.0,0.446,0.142
2,1588569,1.1508,1.57,0.116,0.072,0.214,0.0,0.453,0.145
2,1589569,-0.61,1.61,0.104,0.065,0.231,0.0,0.449,0.151
2,1590569,1.938,1.53,0.123,0.062,0.22,0.001,0.447,0.147
2,1591569,1.252,1.77,0.127,0.058,0.196,0.002,0.454,0.163
2,1592569,1.3006,1.77,0.112,0.062,0.204,0.004,0.453,0.165
2,1593569,0.65,1.61,0.115,0.063,0.216,0.001,0.456,0.149
2,1594569,0.14,1.7,0.138,0.065,0.231,0.002,0.433,0.131
2,1595569,1.6948,1.68,0.119,0.076,0.224,0.002,0.443,0.136
2,1596569,-0.7162,1.76,0.12,0.056,0.2,0.001,0.464,0.159
2,1597569,0.062,1.65,0.123,0.067,0.214,0.0,0.452,0.144
2,1598569,1.0706,1.58,0.136,0.062,0.201,0.001,0.451,0.149
2,1599569,2.0992,1.84,0.105,0.059,0.239,0.0,0.457,0.14
2,1600569,-1.1542,1.67,0.12,0.068,0.203,0.0,0.454,0.155
2,1601569,-0.8048,1.54,0.13,0.058,0.205,0.001,0.453,0.153
2,1602569,1.1236,1.68,0.116,0.056,0.237,0.001,0.453,0.137
2,1603569,2.362,1.66,0.132,0.056,0.203,0.0,0.46,0.149
2,1604569,1.162,1.74,0.13,0.067,0.246,0.001,0.435,0.121
2,1605569,2.176,1.55,0.131,0.066,0.244,0.0,0.432,0.127
2,1606569,1.022,1.65,0.138,0.059,0.205,0.001,0.455,0.142
2,1607569,0.8476,1.67,0.128,0.049,0.209,0.001,0.468,0.145
2,1608569,0.022,1.6,0.129,0.05,0.195,0.001,0.46,0.165
2,1609569,1.228,1.55,0.133,0.064,0.211,0.003,0.449,0.14
2,1610569,-1.486,1.74,0.127,0.058,0.234,0.0,0.45,0.131
2,1611569,0.4812,1.71,0.146,0.061,0.207,0.003,0.456,0.127
2,1612569,0.4266,1.61,0.156,0.061,0.184,0.003,0.454,0.142
2,1613569,1.138,1.64,0.131,0.059,0.195,0.001,0.464,0.15
2,1614569,0.312,1.6,0.146,0.05,0.193,0.003,0.457,0.151
2,1615569,0.5944,1.7,0.164,0.056,0.18,0.001,0.46,0.139
2,1616569,1.0638,1.61,0.139,0.052,0.174,0.007,0.469,0.159
2,1617569,1.9566,1.72,0.136,0.062,0.201,0.004,0.463,0.134
2,1618569,-0.27,1.62,0.16,0.055,0.189,0.0,0.454,0.142
2,1619569,0.2122,1.7,0.147,0.052,0.176,0.004,0.469,0.152
2,1620569,0.8542,1.81,0.14,0.054,0.199,0.005,0.46,0.142
2,1621569,0.9586,1.6,0.142,0.065,0.178,0.007,0.462,0.146
2,1622569,-0.6364,1.7,0.133,0.062,0.201,0.006,0.455,0.143
2,1623569,1.744,1.6,0.123,0.066,0.211,0.005,0.466,0.129
2,1624569,3.076,1.69,0.115,0.063,0.197,0.003,0.47,0.152
2,1625569,0.3612,1.71,0.125,0.069,0.198,0.008,0.47,0.13
2,1626569,-1.2294,1.68,0.118,0.06,0.197,0.008,0.466,0.151
2,1627569,2.7252,1.62,0.133,0.062,0.197,0.004,0.466,0.138
2,1628569,1.5916,1.79,0.125,0.054,0.215,0.005,0.459,0.142
2,1629569,-0.0222,1.61,0.123,0.054,0.21,0.009,0.464,0.14
2,1630569,1.7672,1.62,0.136,0.07,0.176,0.015,0.46,0.143
2,1631569,-1.938,1.62,0.135,0.07,0.195,0.017,0.455,0.128
2,1632569,0.448,1.78,0.107,0.061,0.207,0.017,0.466,0.142
2,1633569,1.276,1.67,0.144,0.066,0.167,0.008,0.47,0.145
2,1634569,-0.4234,1.65,0.134,0.047,0.179,0.009,0.472,0.159
2,1635569,-0.6802,1.71,0.132,0.06,0.163,0.011,0.478,0.156
2,1636569,1.016,1.6,0.144,0.074,0.188,0.01,0.441,0.143
2,1637569,0.908,1.64,0.146,0.06,0.186,0.006,0.464,0.138
2,1638569,0.3618,1.59,0.148,0.048,0.177,0.007,0.46,0.16
2,1639569,0.2606,1.58,0.169,0.054,0.153,0.002,0.457,0.165
2,1640569,0.5888,1.66,0.147,0.056,0.157,0.004,0.464,0.172
2,1641569,1.9026,1.58,0.129,0.063,0.157,0.008,0.473,0.17
2,1642569,2.756,1.68,0.125,0.054,0.142,0.007,0.47,0.202
2,1643569,1.9802,1.68,0.159,0.06,0.169,0.008,0.463,0.141
2,1644569,2.392,1.66,0.138,0.049,0.151,0.013,0.471,0.178
2,1645569,0.31,1.69,0.139,0.053,0.141,0.008,0.471,0.188
2,1646569,1.166,1.79,0.136,0.067,0.135,0.004,0.475,0.183
2,1647569,1.2908,1.62,0.126,0.053,0.169,0.008,0.471,0.173
2,1648569,0.8094,1.67,0.132,0.049,0.144,0.011,0.475,0.189
2,1649569,-0.27,1.55,0.12,0.06,0.175,0.007,0.471,0.167
2,1650569,1.9906,1.66,0.152,0.05,0.137,0.011,0.472,0.178
2,1651569,0.73,1.59,0.111,0.064,0.158,0.013,0.466,0.188
2,1652569,1.6284,1.63,0.117,0.056,0.151,0.018,0.479,0.179
2,1653569,0.581,1.63,0.135,0.069,0.146,0.015,0.467,0.168
2,1654569,0.4324,1.68,0.124,0.049,0.145,0.015,0.481,0.186
2,1655569,1.849,1.6,0.149,0.06,0.138,0.012,0.474,0.167
2,1656569,0.7738,1.61,0.148,0.062,0.125,0.021,0.476,0.168
2,1657569,1.169,1.59,0.13,0.051,0.138,0.014,0.472,0.195
2,1658569,0.606,1.78,0.143,0.069,0.135,0.014,0.467,0.172
2,1659569,1.5952,1.55,0.134,0.059,0.152,0.019,0.474,0.162
2,1660569,1.574,1.5,0.148,0.055,0.141,0.02,0.467,0.169
2,1661569,2.4512,1.52,0.129,0.058,0.155,0.013,0.478,0.167
2,1662569,0.7366,1.65,0.152,0.06,0.124,0.016,0.468,0.18
2,1663569,0.64,1.63,0.139,0.067,0.14,0.026,0.46,0.168
2,1664569,1.112,1.56,0.122,0.066,0.126,0.025,0.467,0.194
2,1665569,-0.224,1.47,0.136,0.065,0.144,0.023,0.474,0.158
2,1666569,-1.104,1.71,0.125,0.074,0.141,0.03,0.463,0.167
2,1667569,0.509,1.59,0.14,0.063,0.137,0.03,0.459,0.171
2,1668569,-0.637,1.6,0.119,0.06,0.153,0.035,0.466,0.167
2,1669569,0.4532,1.68,0.12,0.057,0.145,0.033,0.458,0.187
2,1670569,1.122,1.56,0.119,0.067,0.14,0.029,0.471,0.174
2,1671569,2.1292,1.63,0.108,0.065,0.141,0.037,0.478,0.171
2,1672569,0.5036,1.59,0.105,0.068,0.137,0.031,0.465,0.194
2,1673569,1.433,1.65,0.125,0.056,0.148,0.028,0.467,0.176
2,1674569,0.07,1.54,0.132,0.041,0.122,0.029,0.483,0.193
2,1675569,0.586,1.61,0.114,0.068,0.137,0.025,0.467,0.189
2,1676569,0.0006,1.65,0.106,0.063,0.152,0.025,0.467,0.187
2,1677569,0.546,1.53,0.116,0.045,0.146,0.034,0.468,0.191
2,1678569,0.55,1.62,0.106,0.063,0.155,0.028,0.474,0.174
2,1679569,-0.136,1.6,0.125,0.056,0.131,0.029,0.471,0.188
2,1680569,-1.196,1.7,0.121,0.072,0.141,0.038,0.461,0.167
2,1681569,-0.5334,1.7,0.108,0.077,0.138,0.046,0.451,0.18
2,1682569,0.456,1.5,0.1,0.055,0.137,0.038,0.484,0.186
2,1683569,0.187,1.64,0.106,0.083,0.144,0.041,0.452,0.174
2,1684569,1.054,1.56,0.121,0.059,0.125,0.032,0.473,0.19
2,1685569,-0.19,1.5,0.103,0.056,0.137,0.038,0.481,0.185
2,1686569,0.406,1.48,0.099,0.066,0.126,0.048,0.477,0.184
2,1687569,0.011,1.56,0.113,0.068,0.125,0.05,0.458,0.186
2,1688569,0.8866,1.66,0.114,0.089,0.142,0.039,0.448,0.168
2,1689569,-0.365,1.48,0.109,0.074,0.117,0.045,0.471,0.184
2,1690569,-0.5328,1.51,0.112,0.071,0.118,0.05,0.463,0.186
2,1691569,0.9236,1.55,0.111,0.08,0.143,0.052,0.459,0.155
2,1692569,0.738,1.61,0.106,0.08,0.154,0.046,0.441,0.173
2,1693569,0.42,1.57,0.104,0.077,0.107,0.048,0.464,0.2
2,1694569,-0.942,1.67,0.12,0.069,0.17,0.028,0.454,0.159
2,1695569,0.572,1.59,0.092,0.075,0.137,0.043,0.476,0.177
2,1696569,1.744,1.57,0.111,0.067,0.132,0.029,0.475,0.186
2,1697569,0.414,1.58,0.13,0.058,0.142,0.028,0.466,0.176
2,1698569,-0.2754,1.59,0.111,0.057,0.146,0.029,0.472,0.185
2,1699569,0.9146,1.54,0.122,0.062,0.117,0.032,0.474,0.193
2,1700569,1.8416,1.61,0.115,0.067,0.15,0.039,0.458,0.171
2,1701569,-0.034,1.54,0.133,0.075,0.135,0.034,0.446,0.177
2,1702569,1.7498,1.59,0.101,0.067,0.15,0.029,0.461,0.192
2,1703569,-0.126,1.65,0.111,0.077,0.136,0.035,0.462,0.179
2,1704569,1.0106,1.67,0.123,0.056,0.133,0.049,0.47,0.169
2,1705569,-0.026,1.51,0.104,0.077,0.148,0.035,0.459,0.177
2,1706569,0.1176,1.67,0.13,0.058,0.128,0.031,0.473,0.18
2,1707569,3.1108,1.72,0.128,0.051,0.137,0.036,0.468,0.18
2,1708569,0.878,1.49,0.104,0.066,0.14,0.038,0.468,0.184
2,1709569,-0.1456,1.58,0.1,0.069,0.151,0.031,0.48,0.169
2,1710569,0.5514,1.59,0.114,0.059,0.147,0.028,0.463,0.189
2,1711569,1.446,1.64,0.098,0.06,0.151,0.033,0.467,0.191
2,1712569,1.8624,1.64,0.113,0.065,0.155,0.029,0.459,0.179
2,1713569,0.9832,1.5,0.125,0.058,0.163,0.027,0.459,0.168
2,1714569,1.2372,1.72,0.114,0.058,0.163,0.021,0.474,0.17
2,1715569,-0.525,1.76,0.122,0.081,0.168,0.025,0.452,0.152
2,1716569,1.072,1.57,0.136,0.064,0.152,0.026,0.458,0.164
2,1717569,0.851,1.53,0.111,0.059,0.155,0.026,0.466,0.183
2,1718569,-0.642,1.58,0.113,0.065,0.166,0.028,0.454,0.174
2,1719569,1.0914,1.85,0.105,0.069,0.159,0.026,0.47,0.171
2,1720569,1.7366,1.58,0.123,0.068,0.177,0.027,0.446,0.159
