timestep,ep_rew_mean,ep_len_mean,fold%,check_call%,raise33%,raise66%,raise100%,allin%
1356521,0.18,1.54,0.13,0.096,0.149,0.0,0.428,0.197
1357521,1.138,1.44,0.141,0.095,0.172,0.002,0.399,0.191
1358521,0.174,1.56,0.13,0.082,0.148,0.006,0.424,0.21
1359521,1.22,1.56,0.126,0.088,0.145,0.003,0.416,0.222
1360521,1.086,1.71,0.131,0.093,0.172,0.002,0.406,0.196
1361521,-0.44,1.49,0.126,0.086,0.152,0.004,0.425,0.207
1362521,0.792,1.49,0.151,0.094,0.142,0.001,0.415,0.197
1363521,1.528,1.51,0.152,0.085,0.144,0.003,0.417,0.199
1364521,0.2384,1.61,0.136,0.085,0.136,0.003,0.43,0.21
1365521,1.256,1.52,0.128,0.102,0.172,0.002,0.404,0.192
1366521,1.736,1.67,0.158,0.091,0.129,0.001,0.426,0.195
1367521,-0.668,1.48,0.16,0.085,0.151,0.001,0.414,0.189
1368521,1.378,1.53,0.132,0.062,0.145,0.0,0.443,0.218
1369521,1.284,1.46,0.153,0.088,0.146,0.002,0.415,0.196
1370521,1.6484,1.55,0.145,0.075,0.161,0.0,0.421,0.198
1371521,1.01,1.4,0.145,0.054,0.167,0.0,0.441,0.193
1372521,1.666,1.5,0.149,0.08,0.148,0.002,0.424,0.197
1373521,1.468,1.45,0.154,0.065,0.124,0.001,0.446,0.21
1374521,1.64,1.56,0.146,0.077,0.173,0.001,0.411,0.192
1375521,1.462,1.5,0.129,0.087,0.166,0.002,0.42,0.196
1376521,-0.034,1.57,0.123,0.078,0.16,0.001,0.429,0.209
1377521,1.75,1.52,0.139,0.095,0.158,0.004,0.415,0.189
1378521,1.472,1.52,0.125,0.068,0.16,0.003,0.434,0.21
1379521,0.2422,1.64,0.131,0.08,0.143,0.003,0.423,0.22
1380521,0.434,1.48,0.136,0.086,0.134,0.001,0.428,0.215
1381521,-0.172,1.55,0.138,0.097,0.161,0.004,0.402,0.198
