timestep,ep_rew_mean,ep_len_mean,fold%,check_call%,raise33%,raise66%,raise100%,allin%
1143521,2.678,1.95,0.141,0.143,0.096,0.073,0.406,0.141
1144521,2.783,2.21,0.128,0.145,0.065,0.074,0.432,0.156
1145521,6.005,2.17,0.143,0.157,0.087,0.068,0.409,0.136
1146521,2.175,2.02,0.124,0.157,0.083,0.085,0.398,0.153
1147521,2.3856,1.99,0.148,0.152,0.08,0.053,0.431,0.136
1148521,2.184,2.12,0.141,0.142,0.097,0.059,0.413,0.148
1149521,4.057,2.12,0.115,0.16,0.087,0.059,0.415,0.164
1150521,3.4664,2.08,0.135,0.146,0.085,0.069,0.418,0.147
1151521,2.1384,2.17,0.123,0.152,0.078,0.062,0.412,0.173
1152521,1.404,2.23,0.133,0.144,0.081,0.057,0.417,0.168
1153521,4.0374,2.22,0.131,0.147,0.075,0.071,0.408,0.168
1154521,3.5334,2.25,0.119,0.179,0.089,0.076,0.404,0.133
1155521,3.3454,1.88,0.129,0.153,0.057,0.074,0.438,0.149
1156521,2.138,2.22,0.132,0.148,0.072,0.065,0.433,0.15
1157521,4.2604,2.06,0.133,0.151,0.068,0.06,0.424,0.164
1158521,3.7664,2.04,0.145,0.129,0.069,0.069,0.436,0.152
1159521,4.7094,2.17,0.134,0.134,0.073,0.06,0.429,0.17
1160521,4.401,1.98,0.138,0.132,0.065,0.073,0.425,0.167
1161521,1.961,2.25,0.141,0.158,0.065,0.069,0.418,0.149
1162521,2.444,2.08,0.137,0.133,0.059,0.068,0.423,0.18
1163521,1.9394,1.96,0.13,0.13,0.058,0.058,0.45,0.174
1164521,4.886,2.05,0.153,0.138,0.055,0.074,0.427,0.153
1165521,0.589,2.09,0.132,0.147,0.065,0.076,0.423,0.157
1166521,3.029,2.13,0.15,0.132,0.057,0.098,0.404,0.159
1167521,-0.3732,2.08,0.159,0.126,0.057,0.088,0.417,0.153
1168521,5.261,2.1,0.133,0.137,0.034,0.09,0.427,0.179
1169521,4.089,1.95,0.15,0.123,0.05,0.093,0.421,0.163
